restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table_booking,cuisines,area,address,cost_per_person,rating_category
KC Das - The Delite Foods,"Sweet Shop, Quick Bites",3.3,29,200.0,0,0,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala",BTM,100.0,Good
KC Das- Sweet World,"Sweet Shop, Quick Bites",3.3,5,200.0,1,0,"Mithai, Street Food",Bannerghatta Road,JP Nagar,100.0,Good
Kebab Ganj,Delivery,3.4,7,300.0,0,0,"Kebab, Rolls",Koramangala 4th Block,Koramangala 6th Block,150.0,Good
Kebabs & Kurries - ITC Gardenia,Fine Dining,4.3,355,3500.0,0,1,"North Indian, Mughlai",Brigade Road,Richmond Road,1750.0,Excellent
Kebarbiq,Casual Dining,4.0,138,800.0,0,0,"North Indian, Arabian, Mughlai, Middle Eastern, Grill",Koramangala 4th Block,Koramangala 7th Block,400.0,Excellent
Kedia's Fun Food,Quick Bites,4.3,630,200.0,1,0,"North Indian, Street Food, Juices",Banashankari,Jayanagar,100.0,Excellent
Keep It Straight Cafe,Cafe,3.9,202,500.0,1,1,"Cafe, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,250.0,Good
Keerthi Restaurant,Quick Bites,3.3,11,300.0,1,0,"North Indian, Chinese",Bellandur,Sarjapur Road,150.0,Good
Keerthi Restaurant Andhra Style,Quick Bites,2.8,40,300.0,1,0,Andhra,Bellandur,Marathahalli,150.0,Poor
Kenny's Restaurant,Quick Bites,3.4,38,450.0,1,0,Chinese,Kalyan Nagar,Banaswadi,225.0,Good
Kenriy The Restro,Casual Dining,3.3,6,800.0,0,0,"Goan, Mangalorean",Kalyan Nagar,Kammanahalli,400.0,Good
Kentacky Chicken Corner,Quick Bites,4.0,102,300.0,0,0,"Andhra, South Indian",Brigade Road,Richmond Road,150.0,Excellent
Kentaky Fast Food,Quick Bites,3.2,46,350.0,0,0,"North Indian, Chinese, Seafood",Rajajinagar,Basaveshwara Nagar,175.0,Good
Kenz Karam,"Takeaway, Delivery",3.5,10,300.0,1,0,"Desserts, Beverages",Brigade Road,Frazer Town,150.0,Good
Kerala Cafe,Quick Bites,3.2,4,300.0,0,0,"Kerala, South Indian, North Indian",Marathahalli,Kaggadasapura,150.0,Good
Kerala Food,Quick Bites,2.8,40,200.0,0,0,"South Indian, Chinese, North Indian",Church Street,Vasanth Nagar,100.0,Poor
Kerala Foods,Quick Bites,3.5,10,250.0,0,0,Kerala,Church Street,Vasanth Nagar,125.0,Good
Kerala Kitchen,Quick Bites,3.1,32,200.0,0,0,"Kerala, South Indian",Lavelle Road,Brigade Road,100.0,Good
Kerala Mess,Mess,2.9,40,300.0,1,0,"Chinese, Kerala, North Indian",Kalyan Nagar,Nagawara,150.0,Poor
Kerala Mess Upahar,Mess,3.7,123,300.0,1,0,"Kerala, Biryani, South Indian",Bellandur,Bellandur,150.0,Good
Kerala Mess. SIJI's MESS,Mess,2.8,40,100.0,0,0,Kerala,Koramangala 4th Block,Ejipura,50.0,Poor
Kerala Panoor Restaurant,Quick Bites,3.5,137,350.0,1,0,"Kerala, Seafood, Biryani, South Indian",Bellandur,Bellandur,175.0,Good
Kerala Pavilion,Quick Bites,3.8,305,300.0,1,0,"Kerala, South Indian, Seafood, Biryani",Koramangala 5th Block,Domlur,150.0,Good
Kerala Restaurant,Quick Bites,3.4,66,450.0,1,0,"Kerala, Biryani",Brookefield,Whitefield,225.0,Good
Kerala Tiffin,Delivery,3.9,162,300.0,1,0,Kerala,Brookefield,Whitefield,150.0,Good
Kerala Vibes,Casual Dining,3.6,80,500.0,0,0,Kerala,Indiranagar,Jeevan Bhima Nagar,250.0,Good
Kesar Rajasthani Parotha Point,Quick Bites,3.9,34,200.0,1,0,"North Indian, Rajasthani",Basavanagudi,Basavanagudi,100.0,Good
Kesar Restaurant,Quick Bites,3.6,48,200.0,1,0,"North Indian, Chinese, South Indian",Bannerghatta Road,JP Nagar,100.0,Good
Kesar Sweet Shop and Fast Food,Quick Bites,3.9,47,500.0,0,0,"North Indian, South Indian, Chinese, Street Food, Mithai",Kalyan Nagar,Kalyan Nagar,250.0,Good
Kesariya,Casual Dining,4.2,174,1200.0,0,1,Rajasthani,Malleshwaram,Sadashiv Nagar,600.0,Excellent
Keshava Kabab Centre,Quick Bites,3.2,7,200.0,0,0,North Indian,Jayanagar,JP Nagar,100.0,Good
Keto Kitchen,Casual Dining,3.1,18,500.0,1,0,Healthy Food,Indiranagar,Indiranagar,250.0,Good
Kettle & Kegs,Delivery,2.9,9,200.0,1,0,"Tea, Beverages",Kalyan Nagar,Kammanahalli,100.0,Poor
Kettle On,Quick Bites,3.7,110,400.0,1,0,"Fast Food, Sandwich, Beverages",Electronic City,Electronic City,200.0,Good
Ketty's Corner,Quick Bites,3.3,4,200.0,0,0,"Fast Food, Street Food, Beverages",New BEL Road,New BEL Road,100.0,Good
Keventers,"Beverage Shop, Dessert Parlor",3.0,14,400.0,0,0,"Desserts, Beverages, Ice Cream",Brigade Road,Brigade Road,200.0,Good
Kevins Kitchen,Quick Bites,3.7,103,400.0,1,0,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,200.0,Good
Keys Cafe - Keys Hotel,Casual Dining,3.8,115,1200.0,0,0,"Chinese, Continental, North Indian",Electronic City,Electronic City,600.0,Good
KFC,Food Court,2.8,246,400.0,1,0,"Burger, Fast Food",Brookefield,"ITPL Main Road, Whitefield",200.0,Poor
KF's Biryani's and Kababs,Quick Bites,3.4,17,400.0,1,0,"Biryani, Kebab","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,200.0,Good
Khai Khai,Quick Bites,3.9,50,450.0,1,0,Bengali,"Byresandra,Tavarekere,Madiwala",HSR,225.0,Good
Khaja Point,Quick Bites,2.8,40,300.0,0,0,"North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",BTM,150.0,Poor
Khan Saab Hotel,Quick Bites,3.1,16,300.0,1,0,"North Indian, Biryani, Chinese","Byresandra,Tavarekere,Madiwala",Bommanahalli,150.0,Good
Khan Saheb Grills and Rolls,"Food Court, Quick Bites",2.6,24,400.0,1,0,"Fast Food, Rolls",Malleshwaram,Malleshwaram,200.0,Poor
Khana Khazana,Delivery,3.7,22,400.0,1,0,North Indian,Bannerghatta Road,Bannerghatta Road,200.0,Good
Khane Ka Khazana,Quick Bites,3.5,17,250.0,1,0,North Indian,Brookefield,"ITPL Main Road, Whitefield",125.0,Good
Khan's Biryani,Quick Bites,3.0,11,200.0,1,0,"Biryani, North Indian",Jayanagar,BTM,100.0,Good
Khatta Meetha Teekha,Quick Bites,4.2,189,300.0,1,0,"Street Food, North Indian, Mithai, Chinese, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,150.0,Excellent
Khawa Karpo,Quick Bites,4.3,988,350.0,0,0,"Chinese, Tibetan, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,175.0,Excellent
Khazana Food Paradise,Quick Bites,4.1,356,400.0,0,0,"North Indian, Biryani",Brigade Road,Richmond Road,200.0,Excellent
Kheer Kadamb - Bengali Sweets and Snacks,"Sweet Shop, Quick Bites",2.8,40,300.0,0,0,"Mithai, Street Food",Brookefield,Whitefield,150.0,Poor
Khichadiwala,"Takeaway, Delivery",3.9,15,400.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",HSR,200.0,Good
Khiche Chale Aao,Quick Bites,2.8,40,300.0,1,0,"North Indian, Fast Food",Koramangala 4th Block,Koramangala 6th Block,150.0,Poor
Kholi Mane,Quick Bites,3.6,46,450.0,0,0,"Andhra, South Indian, Biryani, North Indian",Banashankari,Basavanagudi,225.0,Good
KHOPCHA,Takeaway,4.0,154,200.0,1,0,"Fast Food, Rolls, Kebab",New BEL Road,Sahakara Nagar,100.0,Excellent
Khushi Kitchen,Quick Bites,3.3,69,400.0,1,0,"Street Food, North Indian, Bengali, Oriya",Indiranagar,Thippasandra,200.0,Good
Khyma Biryani,Casual Dining,3.9,240,600.0,1,0,Biryani,Kalyan Nagar,Kalyan Nagar,300.0,Good
Kia's Kitchen,Delivery,3.5,12,600.0,1,0,"North Indian, Chinese",HSR,HSR,300.0,Good
Kichukkhon,Quick Bites,2.9,48,250.0,0,0,"Bengali, Oriya",Marathahalli,Marathahalli,125.0,Poor
Kick Out the Jams,Delivery,4.0,528,350.0,1,0,"Burger, American, Italian",Brigade Road,Ejipura,175.0,Excellent
Kickin Burger,Quick Bites,3.1,22,400.0,1,0,Fast Food,Basavanagudi,Jayanagar,200.0,Good
Kidambi's Kitchen,Quick Bites,3.4,52,300.0,0,0,South Indian,Jayanagar,Banashankari,150.0,Good
Kidilum,Casual Dining,3.6,32,450.0,1,0,"North Indian, Chinese, Kerala",Bellandur,Marathahalli,225.0,Good
Kijiji - Chal Yaha Khate Hai,Quick Bites,3.7,306,400.0,1,0,"North Indian, Gujarati, Street Food",Kalyan Nagar,Nagawara,200.0,Good
Kiko,"Takeaway, Delivery",3.4,10,500.0,1,0,"Salad, Chinese",Kalyan Nagar,Kammanahalli,250.0,Good
Kim Lee Restaurant,Casual Dining,3.8,149,700.0,1,0,Chinese,Malleshwaram,Rajajinagar,350.0,Good
Kinara Family Restaurant,Casual Dining,3.5,11,600.0,0,0,"South Indian, North Indian, Chinese",Electronic City,Electronic City,300.0,Good
Kinara Tiffany,Quick Bites,3.6,15,100.0,0,0,South Indian,Church Street,Vasanth Nagar,50.0,Good
King,Quick Bites,3.7,570,300.0,1,0,"North Indian, Chinese",Electronic City,Electronic City,150.0,Good
King Burger Cafeteria,Quick Bites,3.1,11,250.0,0,0,"Fast Food, Juices",Indiranagar,Indiranagar,125.0,Good
King Kong,Quick Bites,3.8,63,300.0,0,0,"Chinese, Momos",Frazer Town,Frazer Town,150.0,Good
King Of Spices,Casual Dining,3.7,25,500.0,1,0,"South Indian, North Indian, Chinese, Biryani, Beverages",Brookefield,Whitefield,250.0,Good
King Punjabi Restaurant,Quick Bites,3.8,52,300.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,150.0,Good
Kingley Grand,Casual Dining,3.5,11,600.0,1,0,"Biryani, North Indian, Chinese",Brookefield,Marathahalli,300.0,Good
King's Appetite,"Food Court, Quick Bites",3.7,45,500.0,1,0,"North Indian, Chinese",Electronic City,Electronic City,250.0,Good
Kings Court,Casual Dining,3.1,12,800.0,1,0,"North Indian, Mughlai, Chinese",Kalyan Nagar,Kalyan Nagar,400.0,Good
Kings Kitchen,Delivery,3.3,7,500.0,1,0,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,250.0,Good
Kinpeetos,Quick Bites,3.9,64,300.0,1,0,"Lebanese, Greek","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,150.0,Good
Kirthi's Biryani,Cafe,3.8,144,700.0,1,0,"Chinese, Cafe, Italian",Banashankari,Banashankari,350.0,Good
Kishi's Cafe,Quick Bites,3.5,14,500.0,1,0,"Fast Food, Street Food",New BEL Road,Sahakara Nagar,250.0,Good
Kisna Cafe,Quick Bites,3.5,11,300.0,1,0,"South Indian, North Indian",Indiranagar,Old Airport Road,150.0,Good
Kitchen Aroma,Takeaway,3.4,7,400.0,0,0,Desserts,Brookefield,Whitefield,200.0,Good
Kitchen Boy,"Takeaway, Delivery",2.8,40,300.0,0,0,"North Indian, Fast Food",Sarjapur Road,Sarjapur Road,150.0,Poor
Kitchen Garden,Quick Bites,3.6,244,300.0,1,0,"North Indian, Chinese",Banashankari,Kumaraswamy Layout,150.0,Good
Kitchen Katta,Quick Bites,4.1,196,300.0,1,0,Maharashtrian,Malleshwaram,Sanjay Nagar,150.0,Excellent
Kitchen King,Quick Bites,3.8,306,400.0,1,0,"Rolls, Fast Food, Biryani",Kalyan Nagar,Nagawara,200.0,Good
Kitchen King Naati Style,Casual Dining,3.8,27,500.0,1,0,South Indian,Malleshwaram,Rajajinagar,250.0,Good
Kitchen of Joy,Casual Dining,3.8,210,500.0,0,0,"Bengali, North Indian, Chinese, Rolls",Marathahalli,Kaggadasapura,250.0,Good
Kitchen On Table,Casual Dining,4.0,45,1500.0,1,0,"Japanese, Sushi, Asian",Indiranagar,Brigade Road,750.0,Excellent
Kitchen Online,"Takeaway, Delivery",3.3,6,300.0,0,0,North Indian,Brookefield,Whitefield,150.0,Good
Kitchen Rabbit,Quick Bites,3.6,18,500.0,1,0,"North Indian, Chinese, Andhra",Brookefield,Whitefield,250.0,Good
Kitchen24,Takeaway,2.8,40,300.0,1,0,"Italian, Continental, Chinese, Thai, American, Arabian",Bannerghatta Road,BTM,150.0,Poor
Kitchens Of Chettinad,Quick Bites,2.8,40,250.0,1,0,South Indian,Brookefield,Whitefield,125.0,Poor
Kitchen's Sea Food Restaurant,"Takeaway, Delivery",3.4,9,800.0,0,0,"Seafood, North Indian, Chinese",Koramangala 4th Block,Koramangala 8th Block,400.0,Good
Kitchens@BTM,"Takeaway, Delivery",3.9,224,400.0,1,0,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra","Byresandra,Tavarekere,Madiwala",BTM,200.0,Good
Kitchens@Electronic City,"Takeaway, Delivery",2.8,40,600.0,1,0,"Italian, Chinese, Continental, North Indian",Electronic City,Electronic City,300.0,Poor
Kitchens@HSR,"Takeaway, Delivery",3.1,247,200.0,1,0,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",HSR,HSR,100.0,Good
Kitchens@JP Nagar,"Takeaway, Delivery",3.9,488,400.0,1,0,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",Bannerghatta Road,JP Nagar,200.0,Good
Kitchens@Mahadevpura,Delivery,3.9,125,600.0,1,0,"Italian, North Indian, South Indian, Chinese",Whitefield,Whitefield,300.0,Good
Kitchens@Whitefield,"Takeaway, Delivery",3.4,215,400.0,1,0,"Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",Brookefield,"Varthur Main Road, Whitefield",200.0,Good
Kittu's,Casual Dining,4.2,800,750.0,1,1,North Indian,Electronic City,Electronic City,375.0,Excellent
KittyKo,"Bar, Lounge",4.1,179,3000.0,0,0,"Finger Food, Continental",Malleshwaram,Seshadripuram,1500.0,Excellent
Kitty's Cafe,Quick Bites,3.6,43,300.0,1,0,Fast Food,Malleshwaram,New BEL Road,150.0,Good
KKR FOODIES,Casual Dining,3.7,37,400.0,1,0,"Biryani, Chinese, Fast Food, North Indian","Byresandra,Tavarekere,Madiwala",BTM,200.0,Good
KL-58 Thalassery Cafe,Quick Bites,3.5,14,200.0,0,0,Kerala,New BEL Road,New BEL Road,100.0,Good
KLINX - Hilton Bangalore Embassy GolfLinks,Bar,4.2,209,2000.0,0,1,"European, Asian",Koramangala 4th Block,Domlur,1000.0,Excellent
Kloudish Kitchen,Delivery,3.5,15,250.0,1,0,"North Indian, South Indian",Kalyan Nagar,Hennur,125.0,Good
Knight Riders,Bar,2.4,25,1000.0,0,0,"Chinese, European",Indiranagar,Domlur,500.0,Poor
Knight Ryders,Delivery,3.4,239,400.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,200.0,Good
Knowhere,Bar,3.8,52,1300.0,0,0,"Continental, Finger Food",Frazer Town,Banaswadi,650.0,Good
Kobe Sizzlers,Casual Dining,4.0,398,1500.0,1,0,"American, Continental, Fast Food, Steak",Kalyan Nagar,Nagawara,750.0,Excellent
Kofabell,Casual Dining,3.2,4,500.0,0,0,North Indian,Marathahalli,Marathahalli,250.0,Good
Koithio Kitchen,Quick Bites,3.3,4,600.0,0,0,"Chinese, Momos",New BEL Road,New BEL Road,300.0,Good
Kokomo,Delivery,4.0,193,500.0,1,0,"Thai, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,250.0,Excellent
Kolbeh,Quick Bites,3.7,22,500.0,0,0,Fast Food,Banashankari,Banashankari,250.0,Good
Kolkata Biriyani,Delivery,3.9,412,300.0,0,0,"Biryani, Bengali",Marathahalli,Marathahalli,150.0,Good
Kolkata Biryani Center,Quick Bites,3.8,40,250.0,1,0,Biryani,Whitefield,Whitefield,125.0,Good
Kolkata Famous Kathi Rolls,Quick Bites,3.5,14,200.0,1,0,"Fast Food, Rolls",Electronic City,Electronic City,100.0,Good
Kolkata Famous Kati Roll,Kiosk,3.3,7,100.0,0,0,"Fast Food, Rolls",Sarjapur Road,Bellandur,50.0,Good
Kolkata Famous Kati Rolls,Kiosk,3.1,4,200.0,1,0,"Fast Food, Rolls",Kalyan Nagar,Banaswadi,100.0,Good
Kolkata Famous Katti Rolls,Quick Bites,3.4,8,200.0,1,0,"Fast Food, Rolls",Brookefield,Marathahalli,100.0,Good
Kolkata Hot Roll,Quick Bites,3.4,4,150.0,1,0,Rolls,New BEL Road,New BEL Road,75.0,Good
Kolkata Kathi Rolls,Quick Bites,3.8,23,150.0,1,0,Rolls,Bannerghatta Road,JP Nagar,75.0,Good
Kolkata Kathi Roll's,Quick Bites,3.6,18,250.0,1,0,"Fast Food, Rolls",Banashankari,Banashankari,125.0,Good
Kolkata Kati Roll,Quick Bites,3.4,14,150.0,1,0,Rolls,New BEL Road,Sahakara Nagar,75.0,Good
Kolkata Kati Rolls,Kiosk,2.9,17,200.0,0,0,"Fast Food, Rolls",JP Nagar,Jayanagar,100.0,Poor
Kolkata King,Quick Bites,3.4,6,300.0,1,0,"Fast Food, Rolls",Banashankari,Basavanagudi,150.0,Good
Kolkata Kitchen,Quick Bites,3.2,231,400.0,1,0,"North Indian, Fast Food, Biryani",Electronic City,Electronic City,200.0,Good
Kolkata Refreshments,Quick Bites,3.0,14,200.0,0,0,"Bengali, Fast Food",New BEL Road,Sanjay Nagar,100.0,Good
Kolkata Restaurant,Quick Bites,3.0,7,300.0,0,0,"Bengali, North Indian, Chinese",Basavanagudi,Jayanagar,150.0,Good
Kolkata Roll & Fast Food,Quick Bites,3.6,15,250.0,0,0,Fast Food,HSR,HSR,125.0,Good
Kolkata Roll House,Quick Bites,3.3,6,200.0,0,0,"Fast Food, Rolls",Brookefield,Marathahalli,100.0,Good
Kolkata Rolls & Chowmein,Quick Bites,3.5,35,100.0,1,0,Rolls,Kalyan Nagar,Banaswadi,50.0,Good
Kolkata Rolls & Fast Food,Quick Bites,3.6,52,200.0,1,0,"Rolls, Fast Food",Sarjapur Road,HSR,100.0,Good
Kolkata Rolls & Hot Dum Biriyani On Dial,Quick Bites,3.5,22,200.0,1,0,"Fast Food, Rolls",Old Airport Road,Indiranagar,100.0,Good
Kolkata Spicy Restaurant,Quick Bites,2.8,11,300.0,1,0,Bengali,Marathahalli,Marathahalli,150.0,Poor
Kolkatta Famous Chat,Quick Bites,3.7,22,100.0,1,0,"Street Food, North Indian",Indiranagar,Indiranagar,50.0,Good
Kolkatta Famous Kati Rolls,Quick Bites,3.2,15,200.0,0,0,"Chinese, Rolls",Indiranagar,Old Airport Road,100.0,Good
Kollapuri's,Casual Dining,3.6,135,600.0,0,0,Maharashtrian,Jayanagar,Jayanagar,300.0,Good
Komala Refreshments,Quick Bites,4.0,102,150.0,0,0,South Indian,Frazer Town,Frazer Town,75.0,Excellent
Kombo King,Delivery,3.5,40,300.0,0,0,"North Indian, South Indian",Koramangala 6th Block,Koramangala 4th Block,150.0,Good
Konark Restaurant,Quick Bites,3.1,91,200.0,1,0,"North Indian, South Indian",Marathahalli,Marathahalli,100.0,Good
Konark Vegetarian Restaurant,Casual Dining,3.9,155,600.0,0,0,"North Indian, Chinese, Continental, South Indian",Brigade Road,Lavelle Road,300.0,Good
Konaseema Grand,Casual Dining,3.2,379,1000.0,1,0,"North Indian, Mughlai, Andhra, Biryani",Brookefield,Whitefield,500.0,Good
Konaseema Kitchen,Casual Dining,3.8,571,600.0,1,1,"North Indian, Biryani, Andhra, South Indian",Bellandur,Marathahalli,300.0,Good
Konfection Konnection,"Takeaway, Delivery",3.6,13,600.0,0,0,Desserts,Frazer Town,Frazer Town,300.0,Good
Kool Joint,"Dessert Parlor, Quick Bites",3.4,8,200.0,1,0,"Ice Cream, Juices, Fast Food",Malleshwaram,Basaveshwara Nagar,100.0,Good
Kopper Kadai,Casual Dining,4.1,1697,1200.0,0,0,"North Indian, Chinese",Koramangala 7th Block,Koramangala 5th Block,600.0,Excellent
Kor Cafe,Quick Bites,3.8,36,300.0,1,0,Kerala,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,150.0,Good
Koramangala Social,Lounge,4.6,4650,1500.0,1,0,"American, North Indian, Chinese, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,750.0,Excellent
Koshe Kosha,Casual Dining,4.0,571,600.0,1,0,"Bengali, Seafood","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,300.0,Excellent
Koshy's,"Bakery, Quick Bites",3.6,52,300.0,0,0,"Bakery, Fast Food",Brigade Road,Richmond Road,150.0,Good
Kota Kachori,Quick Bites,4.3,3605,400.0,1,0,"Street Food, Desserts, North Indian, Mithai, Rajasthani","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,200.0,Excellent
Kotae Garden,Casual Dining,3.1,9,450.0,0,0,"North Indian, Chinese, Andhra",Electronic City,Electronic City,225.0,Good
Kotian Karavali Restaurant,Quick Bites,3.5,10,300.0,0,0,"South Indian, Biryani",Banashankari,Banashankari,150.0,Good
Koylas,Quick Bites,3.0,9,400.0,1,0,"Kebab, Mughlai, Biryani",Brookefield,Brookefield,200.0,Good
Krazy Factory,Cafe,4.0,431,400.0,0,0,"Cafe, Continental, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,200.0,Excellent
Krazzy Folds,Cafe,4.2,1901,800.0,1,1,"Cafe, Continental, Sandwich, Beverages",Basavanagudi,Jayanagar,400.0,Excellent
Krem,Dessert Parlor,4.1,61,450.0,1,0,"Desserts, Ice Cream, Beverages, Sandwich","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,225.0,Excellent
Kreme Delight,Bakery,3.4,20,300.0,1,0,"Bakery, Desserts",Brookefield,Whitefield,150.0,Good
Krish Punjabi Kitchen,Quick Bites,3.6,17,500.0,0,0,North Indian,Indiranagar,Thippasandra,250.0,Good
Krishna Grand,Quick Bites,3.2,42,200.0,1,0,South Indian,"Byresandra,Tavarekere,Madiwala",HSR,100.0,Good
Krishna Kuteera,Quick Bites,4.0,396,400.0,1,0,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,200.0,Excellent
Krishna Kuteera South,Casual Dining,4.0,117,500.0,1,0,"South Indian, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,250.0,Excellent
Krishna Leela Grand,Quick Bites,2.8,40,200.0,0,0,"South Indian, North Indian, Chinese",Kalyan Nagar,Hennur,100.0,Poor
Krishna Sagar,Quick Bites,3.5,31,200.0,0,0,North Indian,Banashankari,Banashankari,100.0,Good
Krishna Vaibhava,Casual Dining,3.5,40,350.0,1,0,"North Indian, South Indian",Bannerghatta Road,BTM,175.0,Good
Krishna Vijayashree,Casual Dining,3.5,13,700.0,1,0,"Biryani, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,350.0,Good
Krispy Kreme,Dessert Parlor,3.4,10,300.0,1,0,"Desserts, Beverages",Koramangala 6th Block,Koramangala 6th Block,150.0,Good
Kriti Dugar,Dessert Parlor,3.4,5,200.0,0,0,Desserts,Bellandur,Marathahalli,100.0,Good
Kritunga Restaurant,Casual Dining,2.6,330,600.0,0,0,"Andhra, Biryani",Bellandur,Sarjapur Road,300.0,Poor
KrumbKraft,Bakery,3.5,5,300.0,0,0,"Bakery, European",Indiranagar,Domlur,150.0,Good
Krupa Sagar,Quick Bites,3.2,4,300.0,0,0,"North Indian, South Indian, Chinese, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,150.0,Good
Krutunga,Casual Dining,3.6,289,500.0,0,0,"Andhra, Biryani",HSR,HSR,250.0,Good
Krutunga Restaurant,Casual Dining,3.4,20,700.0,0,0,"Chinese, North Indian, South Indian",Electronic City,Electronic City,350.0,Good
Kshathriya's Naati Junction,Quick Bites,2.8,40,250.0,0,0,South Indian,Brigade Road,Richmond Road,125.0,Poor
Kshatriya's Biriyani House,Quick Bites,3.5,27,200.0,0,0,Biryani,Koramangala 7th Block,Wilson Garden,100.0,Good
Kshatriya's Kitchen,Quick Bites,3.7,54,300.0,1,0,"Andhra, South Indian",Brookefield,Whitefield,150.0,Good
Ksheera Sagar,Quick Bites,2.8,40,300.0,0,0,South Indian,Koramangala 4th Block,Koramangala 8th Block,150.0,Poor
Kshera Sagar,Quick Bites,3.3,4,350.0,0,0,"South Indian, North Indian",Koramangala 6th Block,Koramangala 8th Block,175.0,Good
Kubera Veg and Non-Veg,Quick Bites,3.4,10,300.0,1,0,"Andhra, Chinese, South Indian",Rajajinagar,Vijay Nagar,150.0,Good
Kudil Kerala Kitchen,Quick Bites,3.8,47,300.0,1,0,Kerala,Brookefield,Marathahalli,150.0,Good
Kudla - Coraltree,Casual Dining,3.8,280,1200.0,1,1,"Seafood, Mangalorean",Malleshwaram,RT Nagar,600.0,Good
Kudla - Hotel Ramanashree,Casual Dining,4.1,353,1200.0,1,1,"South Indian, Andhra, Chinese",Basavanagudi,Richmond Road,600.0,Excellent
Kudla Beach,Quick Bites,3.5,141,400.0,1,0,"North Indian, South Indian, Seafood, Chinese",Malleshwaram,Rajajinagar,200.0,Good
Kulcha Kulture,Delivery,3.4,13,400.0,1,0,North Indian,Indiranagar,Indiranagar,200.0,Good
Kulfi & More,Dessert Parlor,3.3,4,150.0,0,0,"Ice Cream, Desserts, Juices",Bannerghatta Road,JP Nagar,75.0,Good
Kulfi Adda,Dessert Parlor,3.4,5,150.0,0,0,"Ice Cream, Desserts",Bannerghatta Road,Bannerghatta Road,75.0,Good
Kulfi House,Dessert Parlor,3.7,13,200.0,0,0,Ice Cream,Electronic City,Electronic City,100.0,Good
Kulfi Point,Dessert Parlor,3.4,5,400.0,0,0,Desserts,MG Road,Indiranagar,200.0,Good
Kulfi Story,Dessert Parlor,2.8,40,100.0,0,0,Desserts,Malleshwaram,Malleshwaram,50.0,Poor
Kulfisthan,Dessert Parlor,3.4,5,150.0,1,0,Ice Cream,"Byresandra,Tavarekere,Madiwala",HSR,75.0,Good
Kulfreeze,Dessert Parlor,3.9,16,200.0,0,0,"Ice Cream, Desserts",Basavanagudi,Jayanagar,100.0,Good
Kulhad Junction,Cafe,2.8,40,100.0,0,0,Cafe,Electronic City,Electronic City,50.0,Poor
Kulkarni's New Uttara Karnataka Food Speciality Stores,Quick Bites,3.4,6,250.0,1,0,South Indian,Bannerghatta Road,JP Nagar,125.0,Good
